specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no
18799,spm,,225582,30574,,USNM 10865,,,radius,,1,table,,least circumference,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,150.8,145,14579
18800,spm,,225582,30574,,USNM 10865,,,femur,,1,table,,,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,150.8,145,14579
18801,spm,,225582,30574,,USNM 10865,,,tibia,,1,table,,,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,150.8,145,14579
18802,spm,,225582,30574,,USNM 10865,,,fibula,,1,table,,,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,150.8,145,14579
18803,spm,,557969,0,,C.M. No. 84,,,scapula,,1,table,,width is least breadth,Diplodocus n. sp. carnegii,species,65917,,Diplodocus carnegii,species,65917,157.3,145,14579
18804,spm,,557969,0,,C.M. No. 84,,,coracoid,,1,table,,,Diplodocus n. sp. carnegii,species,65917,,Diplodocus carnegii,species,65917,157.3,145,14579
18805,spm,,557969,0,,C.M. No. 84,,,femur,,1,table,,,Diplodocus n. sp. carnegii,species,65917,,Diplodocus carnegii,species,65917,157.3,145,14579
18806,spm,,557969,0,,CM 94,,,femur,,1,table,,,Diplodocus n. sp. carnegii,species,65917,,Diplodocus carnegii,species,65917,157.3,145,14579
18807,spm,,150350,0,,CM 94,,,tibia,,1,table,,,Diplodocus carnegii,species,65917,,Diplodocus carnegii,species,65917,157.3,145,14579
18808,spm,,150350,0,,CM 94,,,fibula,,1,table,,,Diplodocus carnegii,species,65917,,Diplodocus carnegii,species,65917,157.3,145,14579
18817,spm,,467016,0,,ROM no. 768,holotype,,femur,,1,text,,value repeated by Ostrom 1963,n. gen. Parasaurolophus n. sp. walkeri,species,63256,,Parasaurolophus walkeri,species,63256,83.5,70.6,14580
18818,spm,,487148,31477,,U.S.N.M. No. 13492,,left,femur,,1,text,,,Parasaurolophus sp.,genus,38766,,Parasaurolophus,genus,38766,83.5,70.6,14580
18819,spm,,219971,0,,Amer. Mus. Coll. No. 594,,right,scapula,,1,table,,,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,157.3,145,13070
18820,spm,,219971,0,,Amer. Mus. Coll. No. 594,,right,coracoid,,1,table,,,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,157.3,145,13070
18821,spm,,219971,0,,Amer. Mus. Coll. No. 594,,right,humerus,,1,table,,least circumference,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,157.3,145,13070
18822,spm,,219971,0,,Amer. Mus. Coll. No. 594,,right,ulna,,1,table,,least circumference,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,157.3,145,13070
18823,spm,,219971,0,,Amer. Mus. Coll. No. 594,,right,radius,,1,table,,least circumference,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,157.3,145,13070
18824,spm,,219971,0,,Amer. Mus. Coll. No. 588,,right,radius,,1,table,,least circumference,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,157.3,145,13070
18825,spm,,219971,0,,Amer. Mus. Coll. No. 588,,right,ulna,,1,table,,least circumference,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,157.3,145,13070
18826,spm,,219972,12456,,Amer. Mus. Coll. No. 332,,,humerus,,1,table,,,Morosaurus sp.,genus,52968,subjective synonym of,Camarasaurus,genus,38697,157.3,145,13070
18827,spm,,219972,12456,,Amer. Mus. Coll. No. 332,,,ulna,,1,table,,,Morosaurus sp.,genus,52968,subjective synonym of,Camarasaurus,genus,38697,157.3,145,13070
18828,spm,,219972,12456,,Amer. Mus. Coll. No. 332,,,radius,,1,table,,,Morosaurus sp.,genus,52968,subjective synonym of,Camarasaurus,genus,38697,157.3,145,13070
18829,spm,,219971,0,,Amer. Mus. Coll. No. 251,,,femur,,1,table,,least circumference,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,157.3,145,13099
18830,spm,,219971,0,,Amer. Mus. Coll. No. 251,,,tibia,,1,table,,least circumference,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,157.3,145,13099
18831,spm,,219971,0,,Amer. Mus. Coll. No. 251,,,fibula,,1,table,,,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,157.3,145,13099
18832,spm,,219974,12665,,Amer. Mus. Coll. No. 309,,,tibia,,1,table,,,Apatosaurus excelsus,species,56547,recombined as,Brontosaurus excelsus,species,52982,157.3,145,13099
18833,spm,,219974,12665,,Amer. Mus. Coll. No. 309,,,fibula,,1,table,,,Apatosaurus excelsus,species,56547,recombined as,Brontosaurus excelsus,species,52982,157.3,145,13099
18834,spm,,219974,12665,,Amer. Mus. Coll. No. 353,,,femur,,1,table,,least circumference,Apatosaurus excelsus,species,56547,recombined as,Brontosaurus excelsus,species,52982,157.3,145,13099
18835,spm,,219974,12665,,Amer. Mus. Coll. No. 353,,,tibia,,1,table,,least circumference,Apatosaurus excelsus,species,56547,recombined as,Brontosaurus excelsus,species,52982,157.3,145,13099
18836,spm,,487593,0,,Amer. Mus. No. 973,holotype,left,tibia,,1,table,,originally reported as 1118 mm; figure revised by Osborn 1906,n. gen. Tyrannosaurus n. sp. rex,species,54833,,Tyrannosaurus rex,species,54833,72.1,66,9259
18837,spm,,487593,0,,Amer. Mus. No. 973,holotype,,scapula,,1,text,,,n. gen. Tyrannosaurus n. sp. rex,species,54833,,Tyrannosaurus rex,species,54833,72.1,66,17198
18838,spm,,487593,0,,Amer. Mus. No. 973,holotype,,femur,,1,text,,width is mid-diameter,n. gen. Tyrannosaurus n. sp. rex,species,54833,,Tyrannosaurus rex,species,54833,72.1,66,17198
18839,spm,,557549,28469,,,,,scapula,,1,table,,,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,72.1,66,18614
18840,spm,,557549,28469,,,,,coracoid,,1,table,,,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,72.1,66,18614
18841,spm,,557549,28469,,,,,humerus,,1,table,,least circumference,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,72.1,66,18614
18842,spm,,557549,28469,,,,,ulna,,1,table,,least circumference,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,72.1,66,18614
18843,spm,,557549,28469,,,,,radius,,1,table,,least circumference,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,72.1,66,18614
18844,spm,,557549,28469,,,,,femur,,1,table,,,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,72.1,66,18614
18845,spm,,557549,28469,,,,,tibia,,1,table,,,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,72.1,66,18614
18846,spm,,557549,28469,,,,,fibula,,1,table,,,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,72.1,66,18614
18847,spm,,489304,0,,U.S.N.M. Coll. No. 2414,holotype,,scapula,,1,table,,,Claosaurus n. sp. annectens,species,54239,recombined as,Edmontosaurus annectens,species,54239,72.1,66,18614
18848,spm,,489304,0,,U.S.N.M. Coll. No. 2414,holotype,,humerus,,1,table,,,Claosaurus n. sp. annectens,species,54239,recombined as,Edmontosaurus annectens,species,54239,72.1,66,18614
18849,spm,,489304,0,,U.S.N.M. Coll. No. 2414,holotype,,ulna,,1,table,,least circumference,Claosaurus n. sp. annectens,species,54239,recombined as,Edmontosaurus annectens,species,54239,72.1,66,18614
18850,spm,,489304,0,,U.S.N.M. Coll. No. 2414,holotype,,radius,,1,table,,,Claosaurus n. sp. annectens,species,54239,recombined as,Edmontosaurus annectens,species,54239,72.1,66,18614
18851,spm,,489304,0,,U.S.N.M. Coll. No. 2414,holotype,,femur,,1,table,,,Claosaurus n. sp. annectens,species,54239,recombined as,Edmontosaurus annectens,species,54239,72.1,66,18614
18852,spm,,489304,0,,U.S.N.M. Coll. No. 2414,holotype,,tibia,,1,table,,,Claosaurus n. sp. annectens,species,54239,recombined as,Edmontosaurus annectens,species,54239,72.1,66,18614
18853,spm,,489304,0,,U.S.N.M. Coll. No. 2414,holotype,,fibula,,1,table,,,Claosaurus n. sp. annectens,species,54239,recombined as,Edmontosaurus annectens,species,54239,72.1,66,18614
18854,spm,,604775,30778,,Amer. Mus. No. 5220,holotype,,humerus,,1,table,,,n. gen. Saurolophus n. sp. osborni,species,53386,,Saurolophus osborni,species,53386,72.1,66,18614
18855,spm,,604775,30778,,Amer. Mus. No. 5220,holotype,,ulna,,1,table,,,n. gen. Saurolophus n. sp. osborni,species,53386,,Saurolophus osborni,species,53386,72.1,66,18614
18856,spm,,604775,30778,,Amer. Mus. No. 5220,holotype,,radius,,1,table,,,n. gen. Saurolophus n. sp. osborni,species,53386,,Saurolophus osborni,species,53386,72.1,66,18614
18857,spm,,604775,30778,,Amer. Mus. No. 5220,holotype,,femur,,1,table,,,n. gen. Saurolophus n. sp. osborni,species,53386,,Saurolophus osborni,species,53386,72.1,66,18614
18858,spm,,604775,30778,,Amer. Mus. No. 5220,holotype,,tibia,,1,table,,,n. gen. Saurolophus n. sp. osborni,species,53386,,Saurolophus osborni,species,53386,72.1,66,18614
18859,spm,,604775,30778,,Amer. Mus. No. 5220,holotype,,fibula,,1,table,,,n. gen. Saurolophus n. sp. osborni,species,53386,,Saurolophus osborni,species,53386,72.1,66,18614
18860,spm,,513750,24396,,OMNH 10165,,,scapula,,1,table,,minimum width,n. gen. Titanoceratops n. sp. ouranos,species,179223,,Titanoceratops ouranos,species,179223,83.5,70.6,13945
18861,spm,,513750,24396,,OMNH 10165,,,coracoid,,1,table,,,n. gen. Titanoceratops n. sp. ouranos,species,179223,,Titanoceratops ouranos,species,179223,83.5,70.6,13945
18862,spm,,513750,24396,,OMNH 10165,,,humerus,,1,table,,minimum width,n. gen. Titanoceratops n. sp. ouranos,species,179223,,Titanoceratops ouranos,species,179223,83.5,70.6,13945
18863,spm,,513750,24396,,OMNH 10165,,,radius,,1,table,,,n. gen. Titanoceratops n. sp. ouranos,species,179223,,Titanoceratops ouranos,species,179223,83.5,70.6,13945
18864,spm,,513750,24396,,OMNH 10165,,,ilium,,1,table,,maximum width,n. gen. Titanoceratops n. sp. ouranos,species,179223,,Titanoceratops ouranos,species,179223,83.5,70.6,13945
18865,spm,,513750,24396,,OMNH 10165,,,ischium,,1,table,,,n. gen. Titanoceratops n. sp. ouranos,species,179223,,Titanoceratops ouranos,species,179223,83.5,70.6,13945
18866,spm,,513750,24396,,OMNH 10165,,,femur,,1,table,,minimum width,n. gen. Titanoceratops n. sp. ouranos,species,179223,,Titanoceratops ouranos,species,179223,83.5,70.6,13945
18867,spm,,513750,24396,,OMNH 10165,,,tibia,,1,table,,minimum width,n. gen. Titanoceratops n. sp. ouranos,species,179223,,Titanoceratops ouranos,species,179223,83.5,70.6,13945
18868,spm,,513750,24396,,OMNH 10165,,,fibula,,1,table,,,n. gen. Titanoceratops n. sp. ouranos,species,179223,,Titanoceratops ouranos,species,179223,83.5,70.6,13945
18869,spm,,292842,0,,,holotype,left,ulna,,1,text,,"width is ""near the middle of the bone""",n. gen. Stegopelta n. sp. landerensis,species,63886,,Stegopelta landerensis,species,63886,105.3,93.5,7645
18870,spm,,292842,0,,,holotype,left,ilium,,1,text,,"width is ""near the middle of the bone""",n. gen. Stegopelta n. sp. landerensis,species,63886,,Stegopelta landerensis,species,63886,105.3,93.5,7645
18871,spm,,292842,0,,,holotype,right,pubis,,1,text,,"width is ""at the widest part""",n. gen. Stegopelta n. sp. landerensis,species,63886,,Stegopelta landerensis,species,63886,105.3,93.5,7645
18872,spm,,148500,13664,,ASDM 500,holotype,left,tibia,,1,text,,"midshaft width, least breadth circumference",n. gen. Sonorasaurus n. sp. thompsoni,species,68170,,Sonorasaurus thompsoni,species,68170,105.3,93.5,19635
18873,spm,,148500,13664,,ASDM 500,holotype,both,radius,,1,text,,least breadth circumference,n. gen. Sonorasaurus n. sp. thompsoni,species,68170,,Sonorasaurus thompsoni,species,68170,105.3,93.5,19635
18874,spm,,148500,13664,,ASDM 500,holotype,left,ulna,,1,text,,least breadth circumference,n. gen. Sonorasaurus n. sp. thompsoni,species,68170,,Sonorasaurus thompsoni,species,68170,105.3,93.5,19635
18875,spm,,148500,13664,,ASDM 500,holotype,,fibula,,1,text,,least breadth circumference,n. gen. Sonorasaurus n. sp. thompsoni,species,68170,,Sonorasaurus thompsoni,species,68170,105.3,93.5,19635
18876,spm,,901548,0,,MOR 300,holotype,,scapula,,1,table,,,n. gen. Cerasinops n. sp. hodgskissi,species,110947,,Cerasinops hodgskissi,species,110947,83.6,72.1,25743
18877,spm,,901548,0,,MOR 300,holotype,,coracoid,,1,table,,,n. gen. Cerasinops n. sp. hodgskissi,species,110947,,Cerasinops hodgskissi,species,110947,83.6,72.1,25743
18878,spm,,901548,0,,MOR 300,holotype,,humerus,,1,table,,,n. gen. Cerasinops n. sp. hodgskissi,species,110947,,Cerasinops hodgskissi,species,110947,83.6,72.1,25743
18879,spm,,901548,0,,MOR 300,holotype,,ulna,,1,table,,,n. gen. Cerasinops n. sp. hodgskissi,species,110947,,Cerasinops hodgskissi,species,110947,83.6,72.1,25743
18880,spm,,901548,0,,MOR 300,holotype,,femur,,1,table,,,n. gen. Cerasinops n. sp. hodgskissi,species,110947,,Cerasinops hodgskissi,species,110947,83.6,72.1,25743
18881,spm,,901548,0,,MOR 300,holotype,,tibia,,1,table,,,n. gen. Cerasinops n. sp. hodgskissi,species,110947,,Cerasinops hodgskissi,species,110947,83.6,72.1,25743
18882,spm,,901548,0,,MOR 300,holotype,,fibula,,1,table,,,n. gen. Cerasinops n. sp. hodgskissi,species,110947,,Cerasinops hodgskissi,species,110947,83.6,72.1,25743
18883,spm,,901550,33840,,Amer. Mus. 970,,,humerus,,1,table,,,Triceratops serratus,species,63769,subjective synonym of,Triceratops horridus,species,63766,72.1,66,13079
18884,spm,,901550,33840,,Amer. Mus. 970,,,radius,,1,table,,,Triceratops serratus,species,63769,subjective synonym of,Triceratops horridus,species,63766,72.1,66,13079
18885,spm,,901550,33840,,Amer. Mus. 970,,,ulna,,1,table,,,Triceratops serratus,species,63769,subjective synonym of,Triceratops horridus,species,63766,72.1,66,13079
18886,spm,,487602,0,,Amer. Mus. 5033,,,femur,,1,table,,,Triceratops elatus,species,63772,subjective synonym of,Triceratops horridus,species,63766,72.1,66,13079
18887,spm,,487602,0,,Amer. Mus. 5033,,,tibia,,1,table,,,Triceratops elatus,species,63772,subjective synonym of,Triceratops horridus,species,63766,72.1,66,13079
18888,spm,,487602,0,,Amer. Mus. 5033,,,fibula,,1,table,,,Triceratops elatus,species,63772,subjective synonym of,Triceratops horridus,species,63766,72.1,66,13079
18890,spm,,408400,0,,Yale Mus. No. 1905,holotype,,scapula,,1,table,,,Apatosaurus n. sp. grandis,species,52961,recombined as,Camarasaurus grandis,species,52961,157.3,145,18056
18891,spm,,408400,0,,Yale Mus. No. 1905,holotype,,humerus,,1,table,,,Apatosaurus n. sp. grandis,species,52961,recombined as,Camarasaurus grandis,species,52961,157.3,145,18056
18892,spm,,408400,0,,Yale Mus. No. 1905,holotype,,ulna,,1,table,,,Apatosaurus n. sp. grandis,species,52961,recombined as,Camarasaurus grandis,species,52961,157.3,145,18056
18893,spm,,408400,0,,Yale Mus. No. 1905,holotype,,ischium,,1,table,,,Apatosaurus n. sp. grandis,species,52961,recombined as,Camarasaurus grandis,species,52961,157.3,145,18056
18894,spm,,408400,0,,Yale Mus. No. 1905,holotype,,femur,,1,table,,an identical value is reported by Marsh 1878,Apatosaurus n. sp. grandis,species,52961,recombined as,Camarasaurus grandis,species,52961,157.3,145,18056
18895,spm,,481755,0,,Am. Mus. Nat. Hist. No. 5760,holotype,,scapula,,1,table,,,n. gen. Camarasaurus n. sp. supremus,species,54168,,Camarasaurus supremus,species,54168,157.3,145,18056
18896,spm,,481755,0,,Am. Mus. Nat. Hist. No. 5760,holotype,,coracoid,,1,table,,,n. gen. Camarasaurus n. sp. supremus,species,54168,,Camarasaurus supremus,species,54168,157.3,145,18056
18897,spm,,481755,0,,Am. Mus. Nat. Hist. No. 5760,holotype,,humerus,,1,table,,,n. gen. Camarasaurus n. sp. supremus,species,54168,,Camarasaurus supremus,species,54168,157.3,145,18056
18898,spm,,481755,0,,Am. Mus. Nat. Hist. No. 5760,holotype,,ilium,,1,table,,,n. gen. Camarasaurus n. sp. supremus,species,54168,,Camarasaurus supremus,species,54168,157.3,145,18056
18899,spm,,481755,0,,Am. Mus. Nat. Hist. No. 5760,holotype,,pubis,,1,table,,,n. gen. Camarasaurus n. sp. supremus,species,54168,,Camarasaurus supremus,species,54168,157.3,145,18056
18900,spm,,481755,0,,Am. Mus. Nat. Hist. No. 5760,holotype,,ischium,,1,table,,,n. gen. Camarasaurus n. sp. supremus,species,54168,,Camarasaurus supremus,species,54168,157.3,145,18056
18901,spm,,481755,0,,Am. Mus. Nat. Hist. No. 5760,holotype,,femur,,1,table,,,n. gen. Camarasaurus n. sp. supremus,species,54168,,Camarasaurus supremus,species,54168,157.3,145,18056
18902,spm,,481755,0,,Am. Mus. Nat. Hist. No. 5760,holotype,,tibia,,1,table,,,n. gen. Camarasaurus n. sp. supremus,species,54168,,Camarasaurus supremus,species,54168,157.3,145,18056
18905,spm,,408914,0,,YPM 1840,holotype,,femur,,1,text,,,Atlantosaurus n. sp. immanis,species,52966,nomen dubium,Apatosaurinae,unranked clade,66543,157.3,145,7813
18906,spm,,408061,0,,Y.P.M. No. 1878,,,humerus,,1,table,,,Camptonotus n. sp. dispar,species,52979,recombined as,Camptosaurus dispar,species,52979,157.3,145,7813
18907,spm,,408061,0,,Y.P.M. No. 1878,,,radius,,1,table,,,Camptonotus n. sp. dispar,species,52979,recombined as,Camptosaurus dispar,species,52979,157.3,145,7813
18908,spm,,408061,0,,Y.P.M. No. 1878,,,ulna,,1,table,,,Camptonotus n. sp. dispar,species,52979,recombined as,Camptosaurus dispar,species,52979,157.3,145,7813
18909,spm,,408061,0,,Y.P.M. No. 1877,holotype,,femur,,1,table,,,Camptonotus n. sp. dispar,species,52979,recombined as,Camptosaurus dispar,species,52979,157.3,145,7813
18910,spm,,408061,0,,Y.P.M. No. 1877,holotype,,tibia,,1,table,,,Camptonotus n. sp. dispar,species,52979,recombined as,Camptosaurus dispar,species,52979,157.3,145,7813
18911,spm,,408856,0,,YPM 1853,holotype,,humerus,,1,table,,,Stegosaurus n. sp. ungulatus,species,52985,,Stegosaurus ungulatus,species,52985,157.3,145,7813
18912,spm,,408856,0,,YPM 1853,holotype,,tibia,,1,table,,includes astragalus,Stegosaurus n. sp. ungulatus,species,52985,,Stegosaurus ungulatus,species,52985,157.3,145,7813
18914,spm,,296465,0,,YPM 1920,holotype,,femur,,1,text,,,n. gen. Diplodocus n. sp. longus,species,52920,,Diplodocus longus,species,52920,157.3,145,7803
18915,spm,,296465,0,,YPM 1920,holotype,,tibia,,1,text,,,n. gen. Diplodocus n. sp. longus,species,52920,,Diplodocus longus,species,52920,157.3,145,7803
18916,spm,,408756,0,,YPM 1876,holotype,,humerus,,1,text,,,Laosaurus n. sp. altus,species,52882,recombined as,Dryosaurus altus,species,52882,157.3,145,7803
18917,spm,,408756,0,,YPM 1876,holotype,,radius,,1,text,,,Laosaurus n. sp. altus,species,52882,recombined as,Dryosaurus altus,species,52882,157.3,145,7803
18918,spm,,408756,0,,YPM 1876,holotype,,tibia,,1,text,,said by Horner and Weishampel 1988 to be 400 mm,Laosaurus n. sp. altus,species,52882,recombined as,Dryosaurus altus,species,52882,157.3,145,7803
18919,spm,,408756,0,,YPM 1876,holotype,,femur,,1,text,,minimum width of shaft\r\noriginal length measurement of Marsh 1878 was 360 mm,Laosaurus n. sp. altus,species,52882,recombined as,Dryosaurus altus,species,52882,157.3,145,32089
18920,spm,,150309,0,,Amer. Mus. No. 5351,holotype,,humerus,,1,table,,,Monoclonius n. sp. nasicornus,species,56146,subjective synonym of,Styracosaurus albertensis,species,56144,83.5,70.6,5980
18921,spm,,150309,0,,Amer. Mus. No. 5351,holotype,,ulna,,1,table,,,Monoclonius n. sp. nasicornus,species,56146,subjective synonym of,Styracosaurus albertensis,species,56144,83.5,70.6,5980
